holeid,x,y,z,maxdepth,Campana,ENDDATE
SPD1815,474999.76,7481249.874,1749.44,210.0,Programa_infill_F15,09-Jul-2011
SPD1819,475048.483,7481249.407,1751.177,210.0,Programa_infill_F15,12-Jul-2011
SPD1821,474012.442,7479526.066,1579.708,503.7,Programa_Hyp_Exp_m50,07-Aug-2011
SPD1826,475155.183,7481250.259,1754.926,258.0,Programa_infill_F15,27-Aug-2011
SPD1827,475349.399,7481349.942,1762.307,261.0,Programa_infill_F15,12-Aug-2011
SPD1839,474036.18,7479302.11,1579.38,600.0,Programa_Hyp_Exp_m50,22-Aug-2011
SPD1840,474949.819,7481450.087,1748.978,225.0,Programa_infill_F15,20-Jul-2011
SPD1841,475247.19,7481250.087,1758.444,234.0,Programa_infill_F15,07-Sep-2011
SPD1846,474950.172,7481350.324,1747.952,231.0,Programa_infill_F15,24-Jul-2011
SPD1847,475048.44,7481350.187,1751.387,216.0,Programa_infill_F15,16-Aug-2011
SPD1848,474998.293,7481399.865,1750.048,234.0,Programa_infill_F15,15-Aug-2011
SPD1863,474998.764,7481300.217,1749.594,206.4,Programa_infill_F15,19-Aug-2011
SPD1864,473864.19,7479349.88,1564.87,320.0,Programa_Hyp_Exp_m50,23-Aug-2011
SPD1865,475151.6,7481349.9,1754.78,219.0,Programa_infill_F15,22-Aug-2011
SPD1870,475352.22,7481251.43,1761.83,202.0,Programa_infill_F15,23-Aug-2011
SPD1871,474039.74,7479350.048,1580.106,600.0,Programa_Hyp_Exp_m50,04-Sep-2011
SPD1872,473850.197,7479299.962,1564.918,580.0,Programa_Hyp_Exp_m70,07-Sep-2011
SPD1873,475403.527,7481299.826,1764.11,213.0,Programa_infill_F15,28-Aug-2011
SPD1874,475250.166,7481349.442,1758.786,249.0,Programa_infill_F15,31-Aug-2011
SPD1875,475449.58,7481449.96,1766.137,210.0,Programa_infill_F15,05-Sep-2011
SPD1876,475497.856,7481450.017,1767.939,179.0,Programa_infill_F15,05-Sep-2011
SPD1877,475549.439,7481449.947,1770.219,166.0,Programa_infill_F15,01-Sep-2011
SPD1878,473854.616,7479199.749,1564.869,575.0,Programa_Hyp_Exp_m70,11-Sep-2011
SPD1885,474449.97,7480649.935,1728.44,174.0,Programa_infill_F16,07-Feb-2012
SPD1886,473993.002,7479273.053,1579.385,605.0,Programa_Hyp_Exp_m70,17-Sep-2011
SPD1887,473900.061,7479100.042,1565.395,557.3,Programa_Hyp_Exp_m70,24-Sep-2011
SPD1889,474036.154,7479279.008,1579.569,610.0,Programa_Hyp_Exp_m70,25-Sep-2011
SPD1890,474499.703,7480649.858,1730.03,189.0,Programa_infill_F16,05-Feb-2012
SPD1891,474553.065,7480650.179,1731.638,207.0,Programa_infill_F16,14-Sep-2011
SPD1892,474600.835,7480648.746,1733.29,192.0,Programa_infill_F16,18-Sep-2011
SPD1893,474651.733,7480649.096,1734.903,228.0,Programa_infill_F16,17-Sep-2011
SPD1894,474399.24,7480600.035,1726.359,171.0,Programa_infill_F16,24-Sep-2011
SPD1895,474399.161,7480550.227,1726.091,168.0,Programa_infill_F16,23-Feb-2012
SPD1896,474447.379,7480543.997,1727.787,180.0,Programa_infill_F16,27-Sep-2011
SPD1897,474500.302,7480549.539,1729.294,225.0,Programa_infill_F16,22-Sep-2011
SPD1898,474550.032,7480550.882,1730.954,210.0,Programa_infill_F16,20-Sep-2011
SPD1910,474574.699,7479300.279,1593.816,465.0,Programa_Hyp_Exp_m70,28-Sep-2011
SPD1917,474330.108,7479300.13,1565.099,430.0,Programa_Hyp_Exp_m70,04-Oct-2011
SPD1918,475102.401,7481470.408,1754.221,264.0,Programa_infill_F15,01-Oct-2011
SPD1919,474308.995,7479399.981,1565.115,415.0,Programa_Hyp_Exp_m70,05-Oct-2011
SPD1920,474261.371,7479329.376,1564.9,410.0,Programa_Hyp_Exp_m70,13-Oct-2011
SPD1923,475375.764,7481418.946,1763.447,210.0,Programa_infill_F15,06-Oct-2011
SPD1925,474551.216,7480550.943,1730.994,184.0,Programa_infill_F16,30-Sep-2011
SPD1936,474202.784,7479390.529,1565.12,430.0,Programa_Hyp_Exp_m70,12-Oct-2011
SPD1937,474350.347,7479400.116,1565.44,415.0,Programa_Hyp_Exp_m70,14-Oct-2011
SPD1940,474458.41,7480482.14,1727.69,204.0,Programa_infill_F16,26-Feb-2012
SPD1944,474202.034,7479227.637,1564.974,414.0,Programa_Hyp_Exp_m70,28-Oct-2011
SPD1949,474315.29,7479453.86,1565.66,410.0,Programa_Hyp_Exp_m70,18-Oct-2011
SPD1950,474165.93,7479600.5,1564.39,420.0,Programa_Hyp_Exp_m70,20-Oct-2011
SPD1951,474100.032,7479700.209,1564.356,415.0,Programa_Hyp_Exp_m70,28-Oct-2011
SPD1952,474315.55,7479458.55,1565.61,440.0,Programa_Hyp_Exp_m70,05-Nov-2011
SPD1956,474275.0,7479222.881,1561.509,420.0,Programa_Hyp_Exp_m70,27-Oct-2011
SPD1958,474628.32,7479699.96,1716.31,628.0,Programa_Hyp_Exp_m70,16-Nov-2011
SPD1965,474325.06,7479199.47,1564.68,392.35,Programa_Hyp_Exp_m70,04-Nov-2011
SPD1968,474165.79,7479600.77,1564.48,450.0,Programa_Hyp_Exp_m70,05-Nov-2011
SPD1978,474400.0,7479299.9,1564.78,376.7,Programa_Hyp_Exp_m70,06-Nov-2011
SPD1981,474425.544,7479350.53,1564.404,445.0,Programa_Hyp_Exp_m70,14-Nov-2011
SPD1982,474700.036,7479709.914,1716.53,630.0,Programa_Hyp_Exp_m70,21-Nov-2011
SPD2003,474600.151,7479749.855,1715.974,620.0,Programa_Hyp_Exp_m70,30-Nov-2011
SPD2010,474522.042,7479761.808,1714.914,620.0,Programa_Hyp_Exp_m70,27-Nov-2011
SPD2011,474899.846,7479660.045,1738.655,490.0,Programa_Hyp_Exp_m70,28-Nov-2011
SPD2022,474057.571,7479049.557,1549.54,430.0,Programa_Hyp_Exp_m70,30-Nov-2011
SPD2023,474035.21,7479279.13,1579.03,610.0,Programa_Hyp_Exp_m70,08-Dec-2011
SPD2039,474569.415,7479700.112,1715.564,615.0,Programa_Hyp_Exp_m70,11-Dec-2011
SPD2043,474799.567,7479666.919,1735.081,630.0,Programa_Hyp_Exp_m70,13-Dec-2011
SPD2045,474704.33,7479551.27,1714.88,570.3,Programa_Hyp_Exp_m70,21-Dec-2011
SPD2046,474653.9,7479600.23,1716.14,620.0,Programa_Hyp_Exp_m70,18-Dec-2011
SPD2047,474544.63,7479722.71,1715.44,600.0,Programa_Hyp_Exp_m70,17-Dec-2011
SPD2055,474545.92,7479204.74,1564.14,150.0,Programa_Hyp_Exp_m70,08-Dec-2011
SPD2056,474425.718,7479349.963,1564.599,270.0,Programa_Hyp_Exp_m70,14-Dec-2011
SPD2057,474261.71,7479328.415,1564.821,300.0,Programa_Hyp_Exp_m70,14-Dec-2011
SPD2059,474448.39,7479308.44,1564.78,250.0,Programa_Hyp_Exp_m70,21-Dec-2011
SPD2060,474448.96,7479306.94,1564.7,250.0,Programa_Hyp_Exp_m70,14-Dec-2011
SPD2061,474192.64,7479388.92,1564.55,310.0,Programa_Hyp_Exp_m70,28-Dec-2011
SPD2062,474315.68,7479458.67,1566.12,340.0,Programa_Hyp_Exp_m70,19-Dec-2011
SPD2063,474315.98,7479458.56,1565.23,290.0,Programa_Hyp_Exp_m70,26-Dec-2011
SPD2069,474468.21,7479783.11,1714.5,430.0,Programa_Hyp_Exp_m70,08-Jan-2012
SPD2070,474603.26,7479662.01,1715.42,410.0,Programa_Hyp_Exp_m70,18-Dec-2011
SPD2074,474167.43,7479330.13,1565.23,300.0,Programa_Hyp_Exp_m70,22-Dec-2011
SPD2082,473834.84,7479454.91,1564.77,203.0,Programa_Hyp_Exp_m70,23-Dec-2011
SPD2083,473855.83,7479249.99,1564.86,370.0,Programa_Hyp_Exp_m70,26-Dec-2011
SPD2084,474603.56,7479662.01,1715.42,415.0,Programa_Hyp_Exp_m70,10-Jan-2012
SPD2085,474202.61,7479228.57,1564.42,330.0,Programa_Hyp_Exp_m70,01-Jan-2012
SPD2087,474544.62,7479722.71,1715.46,370.0,Programa_Hyp_Exp_m70,28-Dec-2011
SPD2088,473890.6,7479142.28,1564.84,310.0,Programa_Hyp_Exp_m70,02-Jan-2012
SPD2089,473910.11,7479046.86,1564.08,250.0,Programa_Hyp_Exp_m70,30-Dec-2011
SPD2092,474143.36,7479646.77,1564.28,250.0,Programa_Hyp_Exp_m70,05-Jan-2012
SPD2093,474676.88,7479576.67,1715.81,480.0,Programa_Hyp_Exp_m70,07-Jan-2012
SPD2094,474056.12,7479049.01,1549.56,250.0,Programa_Hyp_Exp_m70,25-Jan-2012
SPD2095,474034.95,7479279.35,1584.65,350.0,Programa_Hyp_Exp_m70,09-Jan-2012
SPD2096,474202.41,7479228.74,1564.42,290.0,Programa_Hyp_Exp_m70,09-Jan-2012
SPD2099,474010.31,7479654.16,1564.76,220.0,Programa_Hyp_Exp_m70,10-Jan-2012
SPD2100,474010.011,7479654.162,1564.762,220.0,Programa_Hyp_Exp_m70,13-Jan-2012
SPD2101,474467.92,7479783.69,1714.39,540.0,Programa_Hyp_Exp_m70,11-Mar-2012
SPD2102,474174.1,7479528.81,1579.32,300.0,Programa_Hyp_Exp_m70,11-Jan-2012
SPD2105,474703.32,7479552.13,1714.95,380.0,Programa_Hyp_Exp_m70,14-Jan-2012
SPD2106,474653.96,7479599.95,1715.09,370.0,Programa_Hyp_Exp_m70,15-Jan-2012
SPD2109,474062.14,7479715.12,1564.3,200.0,Programa_Hyp_Exp_m70,17-Jan-2012
SPD2111,474166.19,7479953.87,1714.11,500.0,Programa_Hyp_Exp_m70,26-Jan-2012
SPD2114,474467.01,7479311.1,1564.8,210.0,Programa_Hyp_Exp_m70,20-Jan-2012
SPD2115,474464.04,7479261.99,1564.97,190.0,Programa_Hyp_Exp_m70,16-Jan-2012
SPD2116,474562.0,7481398.01,1735.33,180.0,Programa_Hyp_Geo_F10,07-Mar-2012
SPD2121,474248.95,7478983.1,1549.98,201.0,Programa_Hyp_Exp_m70,17-Jan-2012
SPD2122,474114.06,7478954.64,1550.13,180.0,Programa_Hyp_Exp_m70,16-Jan-2012
SPD2123,474248.815,7479055.09,1550.293,205.0,Programa_Hyp_Exp_m70,21-Jan-2012
SPD2128,474299.51,7479100.05,1549.69,344.35,Programa_Hyp_Exp_m70,18-Feb-2012
SPD2129,474249.25,7479109.1,1550.78,230.0,Programa_Hyp_Exp_m70,22-Jan-2012
SPD2130,474158.982,7479337.088,1565.173,340.0,Programa_Hyp_Exp_m70,29-Jan-2012
SPD2131,474143.812,7479645.809,1565.17,353.0,Programa_Hyp_Exp_m70,07-Feb-2012
SPD2132,474062.64,7479715.62,1564.3,165.0,Programa_Hyp_Exp_m70,20-Jan-2012
SPD2133,474166.81,7479955.22,1713.26,300.0,Programa_Hyp_Exp_m70,26-Mar-2012
SPD2134,474349.661,7479116.288,1550.803,211.0,Programa_Hyp_Exp_m70,27-Jan-2012
SPD2135,474327.699,7479039.787,1549.835,245.0,Programa_Hyp_Exp_m70,03-Feb-2012
SPD2136,474167.1,7478979.63,1548.93,209.0,Programa_Hyp_Exp_m70,11-Feb-2012
SPD2137,474049.478,7478944.618,1549.984,141.0,Programa_Hyp_Exp_m70,04-Feb-2012
SPD2142,473957.1,7479613.13,1564.45,222.0,Programa_Hyp_Exp_m70,27-Jan-2012
SPD2143,474448.168,7479209.491,1564.526,176.0,Programa_Hyp_Exp_m70,08-Feb-2012
SPD2144,474185.902,7479313.014,1565.171,340.0,Programa_Hyp_Exp_m70,07-Feb-2012
SPD2148,474663.37,7480249.2,1609.65,276.0,Programa_Hyp_Exp_m70,01-Feb-2012
SPD2149,474741.82,7480272.59,1609.27,209.0,Programa_Hyp_Exp_m70,30-Jan-2012
SPD2152,474778.48,7480248.59,1609.28,197.0,Programa_Hyp_Exp_m70,30-Jan-2012
SPD2153,474810.51,7480264.28,1609.5,174.0,Programa_Hyp_Exp_m70,30-Jan-2012
SPD2154,474841.65,7480246.2,1608.84,173.0,Programa_Hyp_Exp_m70,01-Feb-2012
SPD2155,474412.56,7479464.4,1594.74,286.0,Programa_Hyp_Exp_m70,14-Mar-2012
SPD2159,474215.97,7479503.5,1579.52,356.0,Programa_Hyp_Exp_m70,12-Feb-2012
SPD2160,474135.47,7479418.6,1579.93,360.0,Programa_Hyp_Exp_m70,12-Feb-2012
SPD2161,473986.81,7479159.29,1548.18,195.0,Programa_Hyp_Exp_m70,07-Mar-2012
SPD2166,474115.13,7479861.1,1657.76,258.0,Programa_Hyp_Exp_m70,19-Feb-2012
SPD2167,474072.04,7479891.7,1662.3,209.0,Programa_Hyp_Exp_m70,11-Feb-2012
SPD2169,474252.688,7479737.271,1638.51,410.0,Programa_Hyp_Exp_m70,15-Feb-2012
SPD2170,474251.868,7479737.271,1638.51,382.0,Programa_Hyp_Exp_m70,23-Feb-2012
SPD2171,474337.478,7479649.271,1638.51,347.0,Programa_Hyp_Exp_m70,21-Feb-2012
SPD2172,474334.475,7479649.004,1626.85,385.0,Programa_Hyp_Exp_m70,04-Mar-2012
SPD2173,474407.168,7479559.494,1615.471,322.0,Programa_Hyp_Exp_m70,27-Feb-2012
SPD2174,474407.15,7479559.48,1615.47,314.0,Programa_Hyp_Exp_m70,20-Feb-2012
SPD2175,474432.191,7479523.486,1610.854,300.0,Programa_Hyp_Exp_m70,01-Mar-2012
SPD2176,474495.41,7479433.5,1600.14,289.0,Programa_Hyp_Exp_m70,16-Feb-2012
SPD2177,474495.41,7479438.5,1600.14,286.0,Programa_Hyp_Exp_m70,20-Feb-2012
SPD2179,474116.52,7479243.73,1580.8,354.0,Programa_Hyp_Exp_m70,26-Feb-2012
SPD2180,474254.804,7479544.405,1578.997,354.0,Programa_Hyp_Exp_m70,28-Feb-2012
SPD2181,474115.13,7479866.1,1657.76,264.0,Programa_Hyp_Exp_m70,15-Feb-2012
SPD2182,474072.04,7479888.701,1662.3,240.0,Programa_Hyp_Exp_m70,15-Feb-2012
SPD2183,474429.19,7479523.486,1610.854,315.0,Programa_Hyp_Exp_m70,23-Feb-2012
SPD2194,474599.72,7479751.01,1715.07,444.0,Programa_Hyp_Exp_m70,01-Mar-2012
SPD2195,474249.868,7479737.271,1638.515,384.0,Programa_Hyp_Exp_m70,29-Feb-2012
SPD2196,474468.03,7479783.6,1714.19,375.0,Programa_Hyp_Exp_m70,31-Mar-2012
SPD2197,474521.66,7479760.81,1714.07,433.0,Programa_Hyp_Exp_m70,10-Mar-2012
SPD2198,474523.06,7479761.75,1714.02,423.0,Programa_Hyp_Exp_m70,18-Mar-2012
SPD2204,474237.98,7479559.74,1578.69,340.0,Programa_Hyp_Exp_m70,18-Mar-2012
SPD2205,474238.28,7479559.74,1578.69,320.25,Programa_Hyp_Exp_m70,31-Mar-2012
SPD2206,474238.78,7479559.74,1578.69,260.0,Programa_Hyp_Exp_m70,07-Apr-2012
SPD2207,474165.81,7479955.22,1713.26,430.0,Programa_Hyp_Exp_m70,17-Mar-2012
SPD2212,474639.46,7480076.22,1594.45,280.0,Programa_Hyp_Exp_m70,09-Mar-2012
SPD2213,474809.69,7481320.11,1742.11,250.0,Programa_Hyp_Geo_F15,15-Mar-2012
SPD2214,474648.41,7480128.01,1593.46,280.0,Programa_Hyp_Exp_m70,10-Mar-2012
SPD2224,474626.29,7479234.23,1594.3,320.0,Programa_Hyp_Hid_F6,08-Apr-2012
SPD2226,474649.73,7480549.96,1733.39,201.0,Programa_infill_F16,15-Mar-2012
SPD2228,474222.22,7479630.02,1570.93,353.35,Programa_Hyp_Exp_m70,27-Mar-2012
SPD2231,474376.96,7480372.84,1722.95,199.0,Programa_Metal_F10,27-Apr-2012
SPD2232,474377.39,7480372.33,1722.93,169.0,Programa_Metal_F10,27-Mar-2012
SPD2233,474764.81,7481149.44,1740.44,252.5,Programa_Hyp_Geo_F18,27-Mar-2012
SPD2238,474579.9,7480500.23,1730.55,222.0,Programa_infill_F16,07-Apr-2012
SPD2243,474785.49,7481030.35,1740.3,180.0,Programa_Hyp_Geo_F18,09-Apr-2012
SPD2244,474661.12,7479726.73,1715.3,210.0,Programa_Hyp_Exp_m70,02-Apr-2012
SPD2247,474144.89,7480127.59,1714.23,200.0,Programa_Hyp_Exp_m70,06-Apr-2012
SPD2248,474145.4,7480128.95,1714.18,439.15,Programa_Hyp_Exp_m70,24-Apr-2012
SPD2249,474750.59,7480880.42,1738.57,250.0,Programa_Hyp_Geo_F16,15-Apr-2012
SPD2251,474623.49,7479673.52,1715.46,153.0,Programa_Metal_F9,06-Apr-2012
SPD2252,474310.85,7480288.77,1720.07,350.0,Programa_Hyp_Exp_m70,13-Apr-2012
SPD2253,474212.95,7480183.47,1716.73,400.0,Programa_Hyp_Exp_m70,11-Apr-2012
SPD2261,474654.26,7480551.56,1733.54,222.0,Programa_infill_F16,24-May-2012
SPD2262,474654.52,7480551.57,1733.6,210.0,Programa_infill_F16,21-Apr-2012
SPD2263,474655.08,7480551.64,1733.68,204.0,Programa_infill_F16,17-Apr-2012
SPD2264,474584.1,7479608.75,1715.16,335.0,Programa_Hyp_Exp_m70,12-Apr-2012
SPD2265,474448.75,7479741.52,1714.63,371.6,Programa_Hyp_Exp_m70,17-Apr-2012
SPD2266,474440.24,7480929.11,1728.47,200.0,Programa_Hyp_Geo_F18,18-Apr-2012
SPD2268,474280.38,7480490.36,1720.79,200.0,Programa_Hyp_Geo_F10,25-Apr-2012
SPD2276,474425.12,7480470.05,1725.26,182.0,Programa_Metal_F10,08-May-2012
SPD2282,474499.04,7480449.94,1727.18,198.0,Programa_infill_F16,25-Apr-2012
SPD2284,474501.1,7480450.45,1727.6,240.0,Programa_infill_F16,19-May-2012
SPD2286,474009.86,7480129.02,1709.86,250.0,Programa_Hyp_Geo_F10,03-May-2012
SPD2287,474246.34,7480429.31,1719.29,220.0,Programa_geotec_F10,29-Apr-2012
SPD2288,474075.05,7480203.52,1712.16,130.0,Programa_Metal_F10,01-May-2012
SPD2289,474050.19,7480167.76,1710.8,128.0,Programa_Metal_F10,25-Apr-2012
SPD2298,474185.2,7479052.65,1548.85,210.0,Programa_Hyp_Exp_m70,28-Apr-2012
SPD2300,474445.22,7480376.29,1725.47,360.0,Programa_Hyp_Exp_m70,07-May-2012
SPD2309,474486.69,7480026.47,1586.01,172.0,Programa_Hyp_Exp_m70,06-May-2012
SPD2310,474536.35,7480003.47,1586.47,221.15,Programa_Hyp_Exp_m70,06-May-2012
SPD2311,474567.74,7479985.41,1586.72,260.05,Programa_Hyp_Exp_m70,05-May-2012
SPD2312,475250.87,7480048.42,1752.86,213.0,Programa_Metal_F11,02-Jun-2012
SPD2320,474516.05,7480421.93,1727.92,345.0,Programa_Hyp_Exp_m70,23-May-2012
SPD2321,474049.97,7480180.21,1711.0,229.0,Programa_geotec_F10,20-May-2012
SPD2325,474888.18,7479428.2,1735.9,220.0,Programa_geotec_F9,20-May-2012
SPD2326,475230.61,7480200.03,1752.13,200.0,Programa_Metal_F11,21-Jun-2012
SPD2327,475226.94,7480149.65,1752.32,212.0,Programa_Metal_F11,20-May-2012
SPD2328,475236.41,7480243.88,1752.31,192.0,Programa_Metal_F11,06-Jun-2012
SPD2341,474615.06,7481817.2,1741.07,200.2,Programa_Hyp_Geo_F17,29-May-2012
SPD2342,474086.37,7479999.93,1711.15,162.0,Programa_Metal_F9,24-Oct-2012
SPD2343,474664.06,7482082.71,1743.79,200.0,Programa_Hyp_Geo_F13,23-May-2012
SPD2344,474660.16,7482100.48,1744.02,230.0,Programa_geotec_F13,02-Jun-2012
SPD2345,474092.6,7480125.12,1712.78,90.0,Programa_Metal_F10,31-May-2012
SPD2347,474833.24,7479588.16,1735.11,178.0,Programa_Metal_F9,31-May-2012
SPD2356,474574.73,7481980.36,1740.41,220.0,Programa_geotec_F17,01-Jun-2012
SPD2357,474649.75,7481864.7,1742.25,220.0,Programa_geotec_F17,04-Jun-2012
SPD2362,475479.59,7480857.02,1763.89,220.0,Programa_geotec_F19,07-Jun-2012
SPD2368,475064.37,7482359.34,1759.29,200.0,Programa_Hyp_Geo_F14,06-Jun-2012
SPD2369,474675.52,7481975.01,1743.89,170.0,Programa_Operac_F15,11-Jun-2012
SPD2370,474674.52,7481975.01,1743.89,190.0,Programa_Operac_F15,08-Jun-2012
SPD2374,475239.43,7480739.27,1754.43,220.0,Programa_geotec_F19,16-Nov-2012
SPD2377,474679.47,7482025.3,1743.91,175.0,Programa_Operac_F15,26-Jun-2012
SPD2378,474679.56,7482025.07,1744.06,200.0,Programa_Operac_F15,14-Jun-2012
SPD2381,474627.03,7479940.32,1594.7,220.0,Programa_Hyp_Exp_m70,20-Jun-2012
SPD2382,474627.48,7479941.32,1594.71,165.0,Programa_Hyp_Exp_m70,14-Jun-2012
SPD2388,474821.56,7481577.69,1745.08,220.0,Programa_Operac_F15,21-Jun-2012
SPD2389,474670.03,7481924.91,1743.15,170.0,Programa_Operac_F15,26-Jun-2012
SPD2390,474670.42,7481924.76,1743.17,180.0,Programa_Operac_F15,22-Jun-2012
SPD2392,474870.74,7481574.7,1746.15,200.0,Programa_Operac_F15,24-Jun-2012
SPD2396,474823.32,7481618.78,1745.47,222.0,Programa_Operac_F15,30-Jun-2012
SPD2398,474693.64,7482075.32,1744.84,190.0,Programa_Operac_F15,06-Jul-2012
SPD2399,474797.19,7481574.95,1744.35,239.0,Programa_Operac_F15,02-Jul-2012
SPD2403,474528.04,7481723.83,1737.23,234.0,Programa_Operac_F15,04-Jul-2012
SPD2405,474046.79,7478998.98,1534.07,50.0,Programa_Hidrica_F6,04-Jul-2012
SPD2406,474152.83,7480399.48,1715.98,130.0,Programa_infill_F16,08-Jul-2012
SPD2407,474157.28,7480300.08,1715.15,170.0,Programa_infill_F10,06-Jul-2012
SPD2408,474788.46,7481613.22,1744.29,205.0,Programa_Metal_F14,07-Jul-2012
SPD2412,474652.28,7480548.85,1733.47,220.0,Programa_infill_F16,09-Jul-2012
SPD2416,474050.46,7480200.5,1712.24,133.0,Programa_infill_F10,13-Jul-2012
SPD2417,474873.57,7481898.45,1697.92,160.0,Programa_Metal_F13,13-Jul-2012
SPD2418,474865.8,7481802.21,1697.84,146.0,Programa_Metal_F13,12-Jul-2012
SPD2423,474588.93,7481501.96,1736.98,187.0,Programa_infill_F15,14-Jul-2012
SPD2425,474500.46,7480703.45,1728.99,193.0,Programa_Metal_F16,21-Jul-2012
SPD2426,474551.61,7480603.33,1730.02,185.0,Programa_Metal_F16,17-Jul-2012
SPD2427,474575.17,7480499.88,1730.31,226.0,Programa_infill_F16,18-Jul-2012
SPD2428,474498.44,7480450.08,1727.35,183.0,Programa_infill_F16,18-Jul-2012
SPD2429,474496.73,7480450.09,1727.27,200.0,Programa_infill_F16,21-Jul-2012
SPD2432,474750.18,7480700.1,1737.36,215.0,Programa_Metal_F16,24-Jul-2012
SPD2433,474108.37,7480199.64,1714.03,139.0,Programa_infill_F10,20-Jul-2012
SPD2436,474901.11,7481500.23,1746.86,161.0,Programa_Metal_F14,28-Jul-2012
SPD2438,475509.56,7480879.18,1764.88,220.0,Programa_geotec_F19,01-Aug-2012
SPD2440,474748.94,7481450.17,1741.49,180.0,Programa_infill_F15,26-Jul-2012
SPD2441,473892.27,7478923.67,1563.76,80.0,Programa_Hidrica_F4,25-Jul-2012
SPD2444,474743.78,7481555.97,1742.4,180.0,Programa_infill_F15,28-Jul-2012
SPD2446,474702.38,7481449.74,1740.04,201.0,Programa_infill_F15,30-Jul-2012
SPD2447,474648.74,7481449.98,1738.29,201.0,Programa_infill_F15,01-Aug-2012
SPD2449,474899.17,7481550.1,1747.2,270.0,Programa_infill_F15,04-Aug-2012
SPD2450,474598.55,7481450.07,1736.81,196.0,Programa_infill_F15,06-Aug-2012
SPD2451,474702.4,7481499.79,1740.51,190.0,Programa_infill_F15,04-Aug-2012
SPD2454,474598.89,7481549.99,1737.63,183.0,Programa_infill_F15,07-Aug-2012
SPD2455,474700.75,7481550.12,1740.82,180.0,Programa_infill_F15,09-Aug-2012
SPD2456,474499.83,7481310.2,1732.12,220.0,Programa_geotec_F21,10-Aug-2012
SPD2458,474848.97,7481549.9,1745.28,255.0,Programa_infill_F15,08-Aug-2012
SPD2464,474800.04,7481599.96,1744.47,230.0,Programa_infill_F15,11-Aug-2012
SPD2470,474845.18,7481350.23,1743.51,200.0,Programa_infill_F14,12-Aug-2012
SPD2471,474798.43,7481349.78,1742.18,200.0,Programa_infill_F14,11-Aug-2012
SPD2472,474647.72,7481549.95,1739.13,200.0,Programa_infill_F15,12-Aug-2012
SPD2474,475700.33,7480967.82,1772.22,220.0,Programa_geotec_F20,18-Aug-2012
SPD2479,474801.58,7481499.42,1743.56,200.0,Programa_infill_F14,14-Aug-2012
SPD2480,474793.3,7481452.33,1743.05,185.0,Programa_infill_F14,15-Aug-2012
SPD2481,474577.08,7481400.49,1735.64,201.0,Programa_infill_F15,16-Aug-2012
SPD2482,474499.67,7481580.16,1735.19,182.0,Programa_infill_F15,16-Aug-2012
SPD2487,474697.79,7480556.41,1734.61,205.0,Programa_infill_F16,20-Aug-2012
SPD2488,474150.88,7480550.27,1717.02,145.0,Programa_infill_F16,21-Aug-2012
SPD2489,473985.78,7480086.07,1709.53,131.0,Programa_infill_F10,17-Aug-2012
SPD2490,474298.18,7480649.91,1722.27,157.0,Programa_infill_F18,18-Aug-2012
SPD2492,475416.8,7482287.89,1770.74,220.0,Programa_geotec_F14,25-Aug-2012
SPD2493,474197.55,7480550.12,1718.67,153.0,Programa_infill_F16,27-Aug-2012
SPD2494,474246.63,7480549.95,1720.26,161.0,Programa_infill_F16,02-Sep-2012
SPD2495,474019.37,7480093.83,1710.08,140.0,Programa_infill_F10,20-Aug-2012
SPD2496,474059.82,7480099.28,1711.32,146.0,Programa_infill_F10,23-Aug-2012
SPD2499,474246.91,7480649.88,1720.91,155.0,Programa_infill_F18,22-Aug-2012
SPD2501,474526.22,7480449.99,1728.1,211.0,Programa_infill_F16,24-Aug-2012
SPD2506,474199.41,7480599.98,1718.89,156.0,Programa_infill_F16,25-Aug-2012
SPD2509,474729.94,7481900.2,1721.95,195.0,Programa_infill_F15,28-Aug-2012
SPD2510,474734.41,7481845.48,1716.11,180.0,Programa_infill_F15,01-Sep-2012
SPD2511,474850.94,7481754.68,1698.04,210.0,Programa_infill_F15,29-Aug-2012
SPD2512,474142.43,7480113.18,1713.9,157.0,Programa_infill_F10,01-Sep-2012
SPD2513,474222.63,7480199.74,1716.95,135.0,Programa_infill_F10,29-Aug-2012
SPD2516,474815.25,7481759.2,1697.85,195.0,Programa_infill_F15,02-Sep-2012
SPD2517,473820.69,7480026.84,1703.18,131.0,Programa_infill_F10,06-Sep-2012
SPD2518,474342.468,7480550.142,1723.0263,164.0,Programa_infill_F16,10-Sep-2012
SPD2519,474296.69,7480550.07,1721.8,164.0,Programa_infill_F16,06-Sep-2012
SPD2520,474596.87,7481700.02,1739.43,195.0,Programa_infill_F15,07-Sep-2012
SPD2527,473849.87,7480034.44,1703.77,126.0,Programa_infill_F10,10-Sep-2012
SPD2531,474545.01,7480550.0,1729.9455,220.0,Programa_infill_F16,26-Sep-2012
SPD2532,474598.352,7481750.096,1739.9304,207.0,Programa_infill_F15,12-Sep-2012
SPD2534,473934.49,7480110.5,1707.8794,116.0,Programa_infill_F10,16-Sep-2012
SPD2535,474760.025,7481400.043,1741.3921,200.0,Programa_infill_F14,16-Sep-2012
SPD2536,474982.0934,7482003.08,1683.703,204.0,Programa_Metal_F13,16-Sep-2012
SPD2537,474979.705,7482051.9,1683.833,123.0,Programa_Metal_F13,14-Sep-2012
